Title,Rating,Reviews,tags
Pokémon Brilliant Diamond,2.8,384,"Revisit the Sinnoh region and the story of the Pokémon Diamond Version game
Experience the nostalgic story from the Pokémon Diamond Version game in a reimagined adventure, Pokémon Brilliant Diamond, now on the Nintendo Switch system! Adventures in the Pokémon Brilliant Diamond game will take place in the familiar Sinnoh region. Rich in nature and with mighty Mount Coronet at its heart, Sinnoh is a land of many myths passed down through the ages. You’ll choose either Turtwig, Chimchar, or Piplup to be your first partner Pokémon and then set off on your journey to become the Champion of the Pokémon League. Along the way, you’ll be able to encounter the Legendary Pokémon Dialga.
Adventure together with the Pokémon that appeared in the Pokémon Diamond Version game. Players of the original games can revisit familiar places and relive familiar scenes, while first time players can enjoy plenty of fun encounters and surprises that the Sinnoh region has to offer. The original story and the scale of the Sinnoh region’s towns and routes have been faithfully reproduced. This remake has also been revitalized with some of the player-friendly features of modern Pokémon games and up-close-and-personal Pokémon battle scenes.
Whether you played Pokémon Diamond Version or Pokémon Pearl Version back in the day or you’re encountering these games for the first time, there’s something for everyone to enjoy. ['Adventure', 'RPG', 'Turn Based Strategy'] Pokémon Brilliant Diamond"
Mario Kart 7,3.5,421,"The seventh installment of the fan-favorite Mario Kart franchise brings Mushroom Kingdom racing fun into glorious 3D. For the first time, drivers explore new competitive kart possibilities, such as soaring through the skies or plunging to the depths of the sea. New courses, strategic new abilities and customizable karts bring the racing excitement to new heights. ['Racing'] Mario Kart 7"
Death Stranding: Director's Cut,4.2,197,"From legendary game creator Hideo Kojima comes a genre-defying experience, now expanded and remastered for PS5 in this definitive Director's Cut.
Experience an extended storyline through new missions in an expanded area. Make use of additional weapons and vehicles, take on new enemy types and explore new locations such as the Firing Range and Racetrack, featuring extra missions and minigames.
Stay connected with other players from around the globe. ['Adventure'] Death Stranding: Director's Cut"
Abzu,3.4,381,"Abzu is an exploration game where you are a lone diver in a lush ocean world. The diver descends deeper and deeper into the depths, where she will encounter majestic creatures, discover ancient secrets, and search for her true purpose. Abzu roughly translates to ""The Ocean of Wisdom"" from ancient Sumerian. ['Adventure', 'Indie', 'Puzzle', 'Simulator'] Abzu"
Splatoon 2,3.8,551,"Splatoon 2 is a multiplayer third-person shooter in which players control characters known as Inklings and use colored ink to attack opponents and clear goals. Inklings can alternate between humanoid form, during which they can fire ink with their weapons, and squid form, which allows them to swim through ink of their own color in order to move quickly and replenish ink supplies. ['Platform', 'Shooter'] Splatoon 2"
The Witness,3.6,335,"The Witness is a single-player game in an open world with dozens of locations to explore and over 500 puzzles. This game respects you as an intelligent player and it treats your time as precious. There's no filler; each of those puzzles brings its own new idea into the mix. So, this is a game full of ideas. ['Adventure', 'Indie', 'Puzzle'] The Witness"
Donut County,3.4,543,"Donut County is a story-based physics puzzle game where you play as an ever-growing hole in the ground. Meet cute characters, steal their trash, and throw them in a hole. ['Adventure', 'Indie', 'Puzzle'] Donut County"
The Silver Case,4.2,244,"This is the first time ""The Silver Case"" has been fully localized to English.
In this hit, the player takes control of the protagonist, a member of the Special Forces Unit ""Republic"", from a first-person perspective. The game takes inspiration from the adventure and novel genres, leading the player through an in-depth story in which the truth is gradually revealed as they solve various puzzles, offering a fresh and unique experience. ['Adventure', 'Puzzle', 'Visual Novel'] The Silver Case"
Tekken 7,3.8,361,"Experience the epic conclusion of the Mishima clan and unravel the reasons behind each step of their ceaseless fight. Powered by Unreal Engine 4, Tekken 7 features stunning story-driven cinematic battles and intense duels that can be enjoyed with friends and rivals alike through innovative fight mechanics. ['Fighting'] Tekken 7"
The Callisto Protocol,2.8,217,"In this narrative-driven, third-person survival horror game set 300 years in the future, the player will take on the role of Jacob Lee – a victim of fate thrown into Black Iron Prison, a maximum-security penitentiary located on Jupiter's moon, Callisto. When inmates begin to transform into monstrous creatures, the prison is thrown into chaos. ['Adventure', 'Shooter'] The Callisto Protocol"
Bully,3.9,280,"As a mischievous schoolboy, you’ll stand up to bullies, get picked on by teachers, play pranks, win or lose the girl, and ultimately learn to navigate the obstacles of the worst school around, Bullworth Academy - a corrupt and crumbling prep school with an uptight facade. ['Adventure'] Bully"
Mario Kart 64,3.5,344,"Mario Kart 64 is the second main installment of the Mario Kart series. It is the first game in the series to use three-dimensional graphics, however, the characters and items in this game are still two-dimensional, pre-rendered sprites. The game offers two camera angles and three engine sizes: 50cc, 100cc and 150cc. Each kart has distinctive handling, acceleration and top speed capabilities. Shells that you fire at rival racers, Bananas that make them skid out and Lightning Bolts that make them small and very slow are just a few of the game's unique power-ups. ['Racing'] Mario Kart 64"
